"ID";"global_id";"FullName";"ShortName";"INN";"OKPO";"AdmArea";"District";"Address";"Category";"Specialization";"OKVED";"OKVED_Description";"ID_en";"FullName_en";"ShortName_en";"INN_en";"OKPO_en";"AdmArea_en";"District_en";"Address_en";"Category_en";"Specialization_en";"OKVED_en";"OKVED_Description_en";"geodata_center";"geoarea";
"686";"2382026152";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВСЕРОCСИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ПО ЭКСПЛУАТАЦИИ АТОМНЫХ ЭЛЕКТРОСТАНЦИЙ""";"АО ""ВНИИАЭС""";"7721247141";"59085090";"Юго-Восточный административный округ";"район Выхино-Жулебино";"109507, г. Москва, ул. Ферганская, д. 25";"Общее машиностроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"687";"2382026621";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКИЙ МАШИНОСТРОИТЕЛЬНЫЙ ЗАВОД ""ВЫМПЕЛ""";"АО ""ММЗ ""ВЫМПЕЛ""";"7719035460";"11498954";"Восточный административный округ";"район Соколиная Гора";"105318, г. Москва, ул. Вельяминовская, д. 34";"Общее машиностроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"688";"2382027052";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КРАСНАЯ ЗВЕЗДА""";"АО ""КРАСНАЯ ЗВЕЗДА""";"7726682003";"08624542";"Южный административный округ";"Нагорный район";"115230, г. Москва, проезд Электролитный, д. 1А";"Общее машиностроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"689";"2382027646";"АКЦИОНЕРНОЕ ОБЩЕСТВО МОСКОВСКИЙ НАУЧНО-ПРОИЗВОДСТВЕННЫЙ КОМПЛЕКС ""АВИОНИКА"" ИМЕНИ О.В. УСПЕНСКОГО";"АО МНПК ""АВИОНИКА""";"7715003820";"07544418";"Северный административный округ";"район Беговой";"125040, г. Москва, 1-я ул. Ямского поля, д. 17 стр. 12";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"690";"2382028547";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ГОСУДАРСТВЕННЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ОРГАНИЧЕСКОЙ ХИМИИ И ТЕХНОЛОГИИ""";"ФГУП ""ГОСНИИОХТ""";"7720074697";"04872702";"Восточный административный округ";"район Соколиная Гора";"111024, г. Москва, ш. Энтузиастов, д. 23";"Химическая промышленность";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"691";"2382029226";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВЕДУЩИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ХИМИЧЕСКОЙ ТЕХНОЛОГИИ""";"АО ""ВНИИХТ""";"7724675770";"07625358";"Южный административный округ";"район Москворечье-Сабурово";"115409, г. Москва, шоссе Каширское, д. 33 стр. 1";"Общее машиностроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"692";"2382030149";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ
БЮДЖЕТНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ КОМПЛЕКС ""ТЕХНОЛОГИЧЕСКИЙ
ЦЕНТР""";"НПК ""ТЕХНОЛОГИЧЕСКИЙ ЦЕНТР""";"7735096460";"52657749";"Зеленоградский административный округ";"район Старое Крюково";"124498, г. Москва, г. Зеленоград, пл. Шокина, д. 1 стр. 7";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"693";"2382031264";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ОБЪЕДИНЕНИЕ ""МОЛНИЯ""";"АО ""НПО ""МОЛНИЯ""";"7733028761";"07551460";"Северо-Западный административный округ";"район Южное Тушино";"125363, г. Москва, ул. Лодочная, д. 5 корп. 1";"Металлургия и металлообработка";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"694";"2382032332";"АКЦИОНЕРНОЕ ОБЩЕСТВО НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР ""ЭЛЕКТРОННЫЕ ВЫЧИСЛИТЕЛЬНО-ИНФОРМАЦИОННЫЕ СИСТЕМЫ""";"АО НПЦ ""ЭЛВИС""";"7735582816";"18139891";"Зеленоградский административный округ";"район Старое Крюково";"124498, г. Москва, г. Зеленоград, 4922-й пр-д, д. 4 стр. 2";"Радиоэлектроника и приборостроение";"";"72.1";"Научные исследования и разработки в области естественных и технических наук";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"695";"2382034100";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ КОНСТРУКЦИОННЫХ МАТЕРИАЛОВ НА ОСНОВЕ ГРАФИТА ""НИИГРАФИТ""";"АО ""НИИГРАФИТ""";"7720723422";"00200851";"Восточный административный округ";"район Перово";"111524, г. Москва, ул. Электродная, д. 2";"Химическая промышленность";"";"72.19";"Научные исследования и разработки в области естественных и технических наук
прочие
";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"696";"2382038413";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СПЕЦИАЛЬНОЕ КОНСТРУКТОРСКО-ТЕХНОЛОГИЧЕСКОЕ БЮРО ПО ЭЛЕКТРОХИМИИ С ОПЫТНЫМ
ЗАВОДОМ""";"АО ""СКТБЭ""";"7717633296";"00209585";"Северо-Восточный административный округ";"район Ростокино";"129226, г. Москва, ул. Сельскохозяйственная, д. 12";"Химическая промышленность";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"697";"2382069057";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НАУЧНО-ПРОИЗВОДСТВЕННОЕ ПРЕДПРИЯТИЕ ""СПЕЦИАЛЬНЫЕ ВЫЧИСЛИТЕЛЬНЫЕ КОМПЛЕКСЫ""";"ООО ""НПП ""СВК""";"7717629042";"88400121";"Северо-Восточный административный округ";"Бутырский район";"127322, г. Москва, Огородный пр-д, д. 20 стр. 1";"Радиоэлектроника и приборостроение";"";"72.1";"Научные исследования и разработки в области естественных и технических наук";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"698";"2382072223";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР ""ВИГСТАР""";"АО ""НПЦ ""ВИГСТАР""";"7726687555";"46440997";"Южный административный округ";"район Чертаново Центральное";"117545, г. Москва, 1-й Дорожный пр-д, д. 8";"Металлургия и металлообработка";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"699";"2382073376";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""НАУЧНО-ТЕХНИЧЕСКИЙ ЦЕНТР ОБОРОННОГО КОМПЛЕКСА ""КОМПАС""";"ФГУП ""НТЦ ОБОРОННОГО КОМПЛЕКСА ""КОМПАС""";"7733026852";"42459669";"Северо-Западный административный округ";"район Покровское-Стрешнево";"125424, г. Москва, шоссе Волоколамское, д. 77";"Производство оружия, боеприпасов, спецхимии, военных машин";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"700";"2382079244";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ПАРАШЮТОСТРОЕНИЯ""";"АО ""НИИ ПАРАШЮТОСТРОЕНИЯ""";"7718922861";"07549114";"Восточный административный округ";"район Гольяново";"107241, г. Москва, ул. Иркутская, д. 2 корп. 1";"Научная деятельность";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"701";"2382079248";"ОТКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ, ПРОЕКТНО-КОНСТРУКТОРСКИЙ И ТЕХНОЛОГИЧЕСКИЙ ИНСТИТУТ КАБЕЛЬНОЙ ПРОМЫШЛЕННОСТИ""";"ОАО ""ВНИИКП""";"7722002521";"00217053";"Юго-Восточный административный округ";"район Лефортово";"111024, г. Москва, ш. Энтузиастов, д. 5";"Кабельная промышленность";"";"72.19";"Научные исследования и разработки в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"702";"2382098704";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТЕХНИЧЕСКОГО СТЕКЛА ИМ. В.Ф.СОЛИНОВА""";"АО ""НИТС ИМ. В.Ф.СОЛИНОВА""";"7727059017";"07550715";"Юго-Западный административный округ";"район Котловка";"117218, г. Москва, ул. Кржижановского, д. 29 корп. 5";"Авиационная промышленность";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"703";"2382099918";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ГОСУДАРСТВЕННЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ И ПРОЕКТНЫЙ ИНСТИТУТ РЕДКОМЕТАЛЛИЧЕСКОЙ ПРОМЫШЛЕННОСТИ ""ГИРЕДМЕТ""";"АО ""ГИРЕДМЕТ""";"7706699062";"00198396";"Восточный административный округ";"район Перово";"111524, г. Москва, ул. Электродная, д. 2 стр. 1 ";"Общее машиностроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"704";"2382102830";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ НАУЧНОЕ УЧРЕЖДЕНИЕ ""ЦЕНТР ИНФОРМАЦИОННЫХ ТЕХНОЛОГИЙ И СИСТЕМ ОРГАНОВ ИСПОЛНИТЕЛЬНОЙ ВЛАСТИ ИМЕНИ А.В. СТАРОВОЙТОВА""";"ФГАНУ ЦИТИС";"7703682920";"29094499";"Центральный административный округ";"Пресненский район";"123557, г. Москва, ул. Пресненский Вал, д. 19 стр.1";"Полиграфическая деятельность";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"705";"2382103264";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАЦИОНАЛЬНЫЙ ИНСТИТУТ АВИАЦИОННЫХ ТЕХНОЛОГИЙ""";"АО НИАТ";"7707028980";"07543719";"Южный административный округ";"район Чертаново Северное";"117587, г. Москва, ул. Кировоградская, д. 3";"Авиационная промышленность";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"706";"2382103964";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНСТРУКТОРСКОЕ БЮРО ""КУНЦЕВО""";"АО ""КБ ""КУНЦЕВО""";"7731014298";"07500266";"Западный административный округ";"Можайский район";"121357, г. Москва, ул. Верейская, д. 29А стр 4";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"707";"2382104376";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ТЕХНИЧЕСКОЙ ФИЗИКИ И АВТОМАТИЗАЦИИ""";"АО ""НИИТФА""";"7726606316";"08625082";"Южный административный округ";"Нагорный район";"115230, г. Москва, Варшавское ш., д. 46";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"708";"2382104496";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ""КУРС""";"АО ""ЦНИИ ""КУРС""";"7719584213";"08620202";"Восточный административный округ";"район Соколиная Гора";"105187, г. Москва, ул. Кирпичная, д. 34А";"Судостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"709";"2382104723";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ""ВСЕРОССИЙСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ОПТИКО-ФИЗИЧЕСКИХ ИЗМЕРЕНИЙ""";"ФГУП ""ВНИИОФИ""";"7702038456";"05842749";"Западный административный округ";"район Очаково-Матвеевское";"119361, г. Москва, ул. Озёрная, д. 46";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"710";"2382104842";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗЕЛЕНОГРАДСКИЙ ИННОВАЦИОННО-ТЕХНОЛОГИЧЕСКИЙ ЦЕНТР""";"АО ""ЗИТЦ""";"7735088621";"18324803";"Зеленоградский административный округ";"район Старое Крюково";"124527, г. Москва, г. Зеленоград, Солнечная ал., д. 8";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"711";"2382105799";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КУВЕРТ""";"ООО ""КУВЕРТ""";"7720671502";"63775699";"Восточный административный округ";"район Перово";"111524, г. Москва, ул. Перовская, д. 1 стр. 5";"Деревообрабатывающая";"";"17.23";"Производство бумажных
канцелярских принадлежностей";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"712";"2382107048";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""КОНЦЕРН
""МОРИНФОРМСИСТЕМА - АГАТ""";"АО ""КОНЦЕРН ""МОРИНСИС - АГАТ""";"7720544208";"17597462";"Восточный административный округ";"район Перово";"111024, г. Москва, ш. Энтузиастов, д. 29";"Судостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"713";"2382107543";"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ
БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ""НАЦИОНАЛЬНЫЙ ИССЛЕДОВАТЕЛЬСКИЙ ЦЕНТР ""КУРЧАТОВСКИЙ ИНСТИТУТ""";"НИЦ ""КУРЧАТОВСКИЙ ИНСТИТУТ""";"7734111035";"08624243";"Северо-Западный административный округ";"район Щукино";"123182, г. Москва, пл. Академика Курчатова, д. 1";"Научная деятельность";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"714";"2382107987";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ТЕКОНГРУП""";"АО ""ТЕКОНГРУП""";"7726302653";"54897848";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"123308, г. Москва, ул. 3-я Хорошёвская, д. 20";"Радиоэлектроника и приборостроение";"";"27.12";"Производство электрической распределительной и регулирующей
аппаратуры";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"715";"2382108231";"ЗАКРЫТОЕ АКЦИОНЕРНОЕ ОБЩЕСТВО НАУЧНО-ПРОИЗВОДСТВЕННЫЙ ЦЕНТР ФИРМА ""НЕЛК""";"ЗАО НПЦ ФИРМА ""НЕЛК""";"7702040470";"29289990";"Юго-Восточный административный округ";"Рязанский район";"109377, г. Москва, ул. 1-ая Новокузьминская, д. 8/2";"Радиоэлектроника и приборостроение";"";"74.90";"Деятельность профессиональная,научная и техническая прочая, не
включенная в другие группировки";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"716";"2382108401";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ФАРМУПАК""";"ООО ""ФАРМУПАК""";"7743102012";"45343192";"Северный административный округ";"район Коптево";"125130, г. Москва, ул. Клары Цеткин, д. 28 ";"Деревообрабатывающая";"";"17.21";"Производство гофрированной бумагии картона, бумажной и картонной тары";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"717";"2382112657";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СВЕТОТЕХНИЧЕСКИЙ ЗАВОД
""САТУРН""";"АО ""СВЕТОТЕХНИЧЕСКИЙ ЗАВОД
""САТУРН""";"7721026248";"17645729";"Юго-Восточный административный округ";"Рязанский район";"109518, г. Москва, 2-й Грайвороновский пр-д, д. 48";"Приборостроение и электроника";"";"27.40";"Производство электрических ламп и осветительного оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"718";"2382169533";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЕЛЬТЕКМЕДИКА""";"ООО ""ГЕЛЬТЕК-МЕДИКА""";"7729523682";"76063983";"Южный административный округ";"район Москворечье-Сабурово";"115201, г. Москва, 1-й Варшавский пр-д, д. 2 стр. 8";"Фармацевтическая промышленность";"";"21.20.2";"Производство материалов,
применяемых в медицинских целях";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"719";"2382169795";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГЛОБАЛЬНЫЕ СИСТЕМЫ АВТОМАТИЗАЦИИ""";"ООО ""ГЛОБАЛЬНЫЕ СИСТЕМЫ
АВТОМАТИЗАЦИИ"", ООО ""ГЛОСАВ""";"7715755316";"60531324";"Центральный административный округ";"район Замоскворечье";"115114, г. Москва, Кожевнический пр-д, д. 1";"Радиоэлектроника и приборостроение";"";"62.09";"Деятельность, связанная с
использованием вычислительной техники и информационных технологий, прочая";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"720";"2382169848";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""МОСКОВСКИЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ РАДИОСВЯЗИ""";"АО ""МНИИРС""";"7709022575";"11494844";"Центральный административный округ";"Таганский район";"109052, г. Москва, ул. Нижегородская, д. 32 стр.5";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки в области естественных и технических наук
прочие
";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"721";"2382169880";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТРАЛЬНЫЙ НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ ""ДЕЛЬФИН""";"АО ""ЦНИИ ""ДЕЛЬФИН""";"5052009116";"42310750";"Западный административный округ";"район Очаково-Матвеевское";"119361, г. Москва, ул. Озёрная, д. 42 стр. 2";"Микроэлектроника";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"722";"2382169890";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ГОРЯЧИЕ
КРЕНДЕЛИ ""СЕВЕР""";"ООО ""ГОРЯЧИЕ КРЕНДЕЛИ ""СЕВЕР""";"7729417420";"59082654";"Северо-Западный административный округ";"район Южное Тушино";"125362, г. Москва, ул. Свободы, д. 35 стр.16";"Пищевая промышленность";"";"10.71";"Производство хлеба и мучныхкондитерских изделий, тортов и пирожных недлительного хранения";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"723";"2382169905";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ДИАГНОСТИКА-М""";"ООО ""ДИАГНОСТИКА-М""";"7720081285";"17942806";"Юго-Восточный административный округ";"район Печатники";"109316, г. Москва, Волгоградский пр-кт, д. 42";"Радиоэлектроника и приборостроение";"";"26.51";"Производство инструментов и
приборов для измерения, тестирования и навигации";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"724";"2382169938";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕЛЫЙ СВЕТ 2000""";"ООО ""БЕЛЫЙ СВЕТ 2000""";"7719203806";"54762960";"Северный административный округ";"район Сокол";"125080, г. Москва, Факультетский пер., д. 12 стр. 3";"Приборостроение и электроника";"";"27.40";"Производство электрических ламп иосветительного оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"725";"2382170048";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СВЯЗЬ
ИНЖИНИРИНГ М""";"АО ""СВЯЗЬ ИНЖИНИРИНГ М""";"7713551934";"76426530";"Южный административный округ";"район Нагатино-Садовники";"115201, г. Москва, Каширский пр-д, д. 13";"Радиоэлектроника и приборостроение";"";"26.30.11";"Производство средств связи,
выполняющих функцию систем
коммутации";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"726";"2382170076";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЭЛЕКТРО СИ""";"ООО ""ЭЛЕКТРО СИ""";"7724415958";"18842969";"Южный административный округ";"район Бирюлёво Восточное";"115404, г. Москва, ул. 6-я Радиальная, д. 9 стр. 1";"Металлургия и металлообработка";"";"33.14";"Ремонт электрического оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"727";"2382170102";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""НАУЧНО-ИССЛЕДОВАТЕЛЬСКИЙ ИНСТИТУТ МИКРОЭЛЕКТРОННОЙ АППАРАТУРЫ ""ПРОГРЕСС""";"АО ""НИИМА ""ПРОГРЕСС""";"7743869192";"11503253";"Северный административный округ";"район Коптево";"125183, г. Москва, пр-д Черепановых, д. 54";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"728";"2382170167";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЦЕНТР ВОСПИ""";"АО ""ЦЕНТР ВОСПИ""";"7728201347";"52631744";"Юго-Западный административный округ";"район Коньково";"117342, г. Москва, ул. Введенского, д. 3";"Кабельная промышленность";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"729";"2382173442";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ТЕЛЕМАТИЧЕСКИЕ РЕШЕНИЯ""";"ООО ""ТЕЛЕМАТИЧЕСКИЕ РЕШЕНИЯ""";"7725339890";"05534663";"Северо-Восточный административный округ";"район Северный";"127204, г. Москва, Долгопрудненское ш., д. 3";"Радиоэлектроника и приборостроение";"";"26.51";"Производство инструментов и
приборов для измерения, тестирования и навигации";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"730";"2382175678";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""ЗАВОД
СЛУХОВЫХ АППАРАТОВ ""РИТМ""";"ООО ЗСА ""РИТМ""";"7743125972";"11303948";"Северный административный округ";"район Восточное Дегунино";"127540, г. Москва, ул. Дубнинская, д. 12А";"Медицинская промышленность";"";"26.60.1";"Производство аппаратов,применяемых в медицинских целях, основанных на использовании рентгеновского, альфа-, бета- и гаммаизлучений";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"731";"2382175727";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НЕКСТБИО""";"ООО ""НЕКСТБИО""";"7720749004";"09286667";"Восточный административный округ";"район Новогиреево";"111394, г. Москва, ул. Полимерная, д. 8 стр. 2";"Фармацевтическая промышленность";"";"21.20.2";"Производство материалов,
применяемых в медицинских целях";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"732";"2382175770";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""КОНМЕТ""";"ООО ""КОНМЕТ""";"7743085254";"11458417";"Северный административный округ";"Головинский район";"125413, г. Москва, ул. Онежская, д. 24\1";"Медицинская промышленность";"";"32.50";"Производство медицинских
инструментов и оборудования";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"733";"2382177118";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""НМ-ТЕХ""";"ООО ""НМ-ТЕХ""";"7735183410";"39438899";"Зеленоградский административный округ";"район Старое Крюково";"124527, г. Москва, г. Зеленоград, Солнечная ал., д. 6";"Радиоэлектроника и приборостроение";"";"26.11";"Производство элементов электронной аппаратуры";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"734";"2382177325";"АКЦИОНЕРНОЕ ОБЩЕСТВО""ИНСТИТУТ ТОЧНОЙ МЕХАНИКИ И ВЫЧИСЛИТЕЛЬНОЙ ТЕХНИКИ ИМЕНИ С.А. ЛЕБЕДЕВА РОССИЙСКОЙ АКАДЕМИИ НАУК""";"АО ""ИТМИВТ""";"7736605544";"07516860";"Юго-Западный административный округ";"Гагаринский район";"119333, г. Москва, Ленинский пр-кт, д. 51";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"735";"2382177484";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""СЕТ-1""";"АО ""СЕТ-1""";"7720166348";"44442621";"Северный административный округ";"Савёловский район";"127287, г. Москва, ул. 2-я Хуторская, д. 38А стр. 1";"Радиоэлектроника и приборостроение";"";"26.30.17";"Производство радио- и
телевизионной передающей аппаратуры";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"736";"2382177797";"АКЦИОНЕРНОЕ ОБЩЕСТВО ""ЗЕЛЕНОГРАДСКИЙ НАНОТЕХНОЛОГИЧЕСКИЙ ЦЕНТР""";"АО ""ЗНТЦ""";"7735570680";"66965058";"Зеленоградский административный округ";"район Старое Крюково";"124527, г. Москва, г. Зеленоград, Солнечная ал., д. 6";"Радиоэлектроника и приборостроение";"";"72.19";"Научные исследования и разработки
в области естественных и технических наук
прочие";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
